,wind_speed_10m_ms,wind_dir_10m_deg,wind_speed_100m_ms,wind_dir_100m_deg
2010-01-01 00:00:00,11.378973,274.8302,13.204857,274.92224
2010-01-01 03:00:00,12.063279,277.67377,14.090853,277.74454
2010-01-01 06:00:00,12.025712,283.16943,14.135208,282.98193
2010-01-01 09:00:00,11.216561,287.5844,13.07892,287.57388
2010-01-01 12:00:00,9.727643,286.9731,11.236833,287.26285
2010-01-01 15:00:00,8.175361,290.9848,9.316591,291.10974
2010-01-01 18:00:00,6.392903,293.27307,7.32722,293.2716
2010-01-01 21:00:00,4.3664255,273.0677,4.844563,273.33685
2010-01-02 00:00:00,3.005716,235.1017,3.3824823,238.34726
2010-01-02 03:00:00,3.0678418,170.86662,3.3293705,178.1266
2010-01-02 06:00:00,5.5364404,148.97723,6.937798,154.96484
2010-01-02 09:00:00,6.417103,157.74237,7.8686295,160.11589
2010-01-02 12:00:00,7.3655186,167.81735,8.536182,168.8306
2010-01-02 15:00:00,8.426762,174.66284,10.094843,175.18307
2010-01-02 18:00:00,7.4938126,169.12585,9.650453,170.77039
2010-01-02 21:00:00,8.286342,160.2584,10.853213,163.28871
2010-01-03 00:00:00,9.411889,187.46835,12.123617,189.86777
2010-01-03 03:00:00,9.562246,189.02046,12.3152,191.07913
2010-01-03 06:00:00,10.283869,188.19891,13.200242,190.22198
2010-01-03 09:00:00,11.76778,189.7618,15.422728,190.97939
2010-01-03 12:00:00,9.407525,216.05112,12.196055,216.33437
2010-01-03 15:00:00,4.769884,223.18446,6.1057086,224.32993
2010-01-03 18:00:00,5.108541,207.02075,6.7866087,209.3239
2010-01-03 21:00:00,7.244983,190.29037,9.008082,191.73576
2010-01-04 00:00:00,7.592204,159.18497,9.30127,161.99496
2010-01-04 03:00:00,10.877843,198.32564,14.275403,199.36266
2010-01-04 06:00:00,7.6959057,215.12195,9.400615,216.02565
2010-01-04 09:00:00,9.897383,212.3996,11.632248,212.80832
2010-01-04 12:00:00,9.216493,208.9018,10.945749,209.48418
2010-01-04 15:00:00,12.4871025,228.27782,14.934072,228.48874
2010-01-04 18:00:00,9.559528,247.50758,11.077252,248.0069
2010-01-04 21:00:00,8.863073,287.7022,10.21775,288.4006
2010-01-05 00:00:00,10.058553,287.52475,11.82655,288.10385
2010-01-05 03:00:00,9.309805,319.82477,11.035418,320.30893
2010-01-05 06:00:00,8.325558,330.08093,9.692373,330.76663
2010-01-05 09:00:00,8.651383,318.43634,9.950718,318.9668
2010-01-05 12:00:00,10.515676,318.8485,12.1327095,319.19284
2010-01-05 15:00:00,10.107036,316.58456,11.697619,316.78247
2010-01-05 18:00:00,9.725659,327.56387,11.23803,327.67212
2010-01-05 21:00:00,8.726101,329.43646,9.900795,329.2662
2010-01-06 00:00:00,6.568622,315.433,7.3739147,315.06473
2010-01-06 03:00:00,5.4172807,300.12897,6.0276084,299.64328
2010-01-06 06:00:00,4.862959,294.61578,5.3459496,293.588
2010-01-06 09:00:00,2.9854164,163.43288,3.125221,165.19624
2010-01-06 12:00:00,7.5848765,220.40166,8.724462,221.12488
2010-01-06 15:00:00,6.671138,276.6208,7.589778,276.43384
2010-01-06 18:00:00,4.7574916,274.49252,5.3367367,273.97977
2010-01-06 21:00:00,3.598735,278.1169,3.8859973,277.70734
2010-01-07 00:00:00,1.6757395,338.64047,1.9345925,339.35287
2010-01-07 03:00:00,9.201422,8.744415,10.629231,9.144531
2010-01-07 06:00:00,10.803069,1.692749,12.753474,1.9852905
2010-01-07 09:00:00,11.04539,357.33533,12.814276,357.3599
2010-01-07 12:00:00,11.571897,348.98523,13.364242,349.48495
2010-01-07 15:00:00,11.669777,345.81815,13.435736,346.24908
2010-01-07 18:00:00,12.958323,347.07135,15.23145,347.14822
2010-01-07 21:00:00,12.098141,354.66568,14.150911,354.61163
2010-01-08 00:00:00,11.715972,354.80423,13.561011,354.7577
2010-01-08 03:00:00,10.194531,6.2435303,11.597452,6.120697
2010-01-08 06:00:00,9.477064,6.1262207,10.752371,5.6168823
2010-01-08 09:00:00,10.290231,5.4785156,11.747534,5.053253
2010-01-08 12:00:00,8.996574,357.76514,10.0767565,357.43762
2010-01-08 15:00:00,9.294584,341.6795,10.411993,341.85672
2010-01-08 18:00:00,9.339542,341.411,10.626467,341.40897
2010-01-08 21:00:00,8.073274,340.04245,9.0613985,340.30566
2010-01-09 00:00:00,6.098836,343.5314,6.758522,343.53116
2010-01-09 03:00:00,5.013733,17.172485,5.4686403,15.657288
2010-01-09 06:00:00,4.7806487,21.247162,5.217969,18.664734
2010-01-09 09:00:00,2.9905076,30.647247,3.2276397,25.341492
2010-01-09 12:00:00,1.5379547,34.850525,1.590889,30.229187
2010-01-09 15:00:00,0.5952472,343.75177,0.66363275,340.26764
2010-01-09 18:00:00,1.3273062,94.408264,1.2945386,91.75687
2010-01-09 21:00:00,3.833464,132.85164,3.9952834,134.7187
2010-01-10 00:00:00,7.3059053,129.84561,8.189815,131.25879
2010-01-10 03:00:00,9.06809,139.01329,10.581329,140.17711
2010-01-10 06:00:00,11.250662,136.66219,13.548345,137.93164
2010-01-10 09:00:00,11.7105875,144.85376,14.08402,145.8074
2010-01-10 12:00:00,10.735832,147.38708,13.019563,147.96846
2010-01-10 15:00:00,7.262439,265.97113,8.301804,266.59943
2010-01-10 18:00:00,8.540459,248.84204,9.886341,249.47415
2010-01-10 21:00:00,9.59564,271.71542,11.221652,271.79828
2010-01-11 00:00:00,12.115654,262.2629,14.474764,262.90582
2010-01-11 03:00:00,10.0052395,282.92627,11.7815895,283.93207
2010-01-11 06:00:00,8.908138,303.8615,10.447569,304.03818
2010-01-11 09:00:00,4.6140394,317.2881,5.375842,316.14944
2010-01-11 12:00:00,8.39585,288.18585,9.625734,288.06573
2010-01-11 15:00:00,6.7595644,283.57782,7.8715076,283.80292
2010-01-11 18:00:00,6.6129537,261.012,7.9412355,261.7423
2010-01-11 21:00:00,6.970208,240.78549,8.628417,242.2603
2010-01-12 00:00:00,7.1018987,202.26605,9.1300745,204.56989
2010-01-12 03:00:00,10.914816,210.04971,14.851226,211.55258
2010-01-12 06:00:00,12.542571,213.21971,16.311625,214.18274
2010-01-12 09:00:00,14.374089,210.78677,19.00435,212.28835
2010-01-12 12:00:00,15.342869,253.11906,20.168043,254.36818
2010-01-12 15:00:00,7.414852,297.56448,8.543648,298.42874
2010-01-12 18:00:00,6.498811,286.97006,7.535863,287.03827
2010-01-12 21:00:00,4.031262,266.1096,5.0558796,269.71347
2010-01-13 00:00:00,6.4040823,240.01828,7.354048,240.42593
2010-01-13 03:00:00,6.427014,234.47235,7.740426,235.09135
2010-01-13 06:00:00,5.5889354,233.73581,7.5088725,237.21225
2010-01-13 09:00:00,7.8515205,235.9653,10.155147,238.61708
2010-01-13 12:00:00,10.030278,227.05215,12.992947,228.70218
2010-01-13 15:00:00,11.186033,212.99933,14.531602,215.32613
2010-01-13 18:00:00,13.135378,239.76517,17.413738,241.40172
2010-01-13 21:00:00,13.542584,256.877,17.82965,258.2161
2010-01-14 00:00:00,12.671706,271.60776,16.24167,272.82117
2010-01-14 03:00:00,11.0094185,288.88776,13.527595,289.7068
2010-01-14 06:00:00,12.644261,306.56046,15.21622,306.77356
2010-01-14 09:00:00,11.010021,310.1994,12.956515,310.34302
2010-01-14 12:00:00,9.17692,293.77963,10.689654,294.10773
2010-01-14 15:00:00,9.258159,298.3937,10.921973,298.77005
2010-01-14 18:00:00,8.28503,308.73468,9.718877,308.56793
2010-01-14 21:00:00,4.8444166,329.9416,5.679233,328.84888
2010-01-15 00:00:00,0.9561134,144.39407,0.62413335,166.52977
2010-01-15 03:00:00,3.4699218,145.5903,4.012526,156.77936
2010-01-15 06:00:00,4.0135016,161.1966,5.0549,172.43431
2010-01-15 09:00:00,5.130351,172.80617,6.0243716,176.67603
2010-01-15 12:00:00,7.7249393,181.99748,8.768217,182.71887
2010-01-15 15:00:00,8.985776,186.19943,10.764451,186.41064
2010-01-15 18:00:00,8.327028,182.57526,10.221787,183.12955
2010-01-15 21:00:00,8.51485,176.85925,11.12216,178.64157
2010-01-16 00:00:00,8.150416,194.0391,10.555477,196.38492
2010-01-16 03:00:00,7.0373626,197.043,9.402642,201.74152
2010-01-16 06:00:00,6.9845443,205.48534,9.295003,208.00842
2010-01-16 09:00:00,7.0231457,207.80884,9.353404,210.24982
2010-01-16 12:00:00,6.687293,218.08685,8.897139,220.68466
2010-01-16 15:00:00,5.837557,220.81024,7.5969152,224.4578
2010-01-16 18:00:00,4.7343917,213.39793,6.402773,217.73416
2010-01-16 21:00:00,4.8113804,207.68167,6.3972034,212.41379
2010-01-17 00:00:00,5.022805,192.298,6.4958005,198.06311
2010-01-17 03:00:00,4.8504686,196.62451,6.5293107,202.87892
2010-01-17 06:00:00,4.5727515,189.19861,6.226363,195.41641
2010-01-17 09:00:00,4.6963835,180.16028,6.2927656,186.0615
2010-01-17 12:00:00,5.971648,179.46695,7.5294414,180.897
2010-01-17 15:00:00,6.0404205,170.49393,7.556042,170.53548
2010-01-17 18:00:00,5.9167438,150.49254,8.156634,151.74594
2010-01-17 21:00:00,6.968009,142.46002,9.8203335,145.85818
2010-01-18 00:00:00,8.069981,163.84683,11.506304,167.60382
2010-01-18 03:00:00,7.2277765,205.59851,9.758652,209.91702
2010-01-18 06:00:00,6.927475,213.8116,9.288218,219.17192
2010-01-18 09:00:00,7.202924,224.92001,9.556818,228.55363
2010-01-18 12:00:00,6.818488,218.54808,8.863519,222.02147
2010-01-18 15:00:00,6.789028,212.33366,8.850084,215.0309
2010-01-18 18:00:00,6.223194,216.95566,8.270546,220.8988
2010-01-18 21:00:00,5.733083,215.42462,7.6408596,220.79604
2010-01-19 00:00:00,6.389488,222.81917,8.496864,225.86867
2010-01-19 03:00:00,6.6440086,242.42378,8.592424,244.51854
2010-01-19 06:00:00,4.508121,256.45514,6.1313715,259.1847
2010-01-19 09:00:00,5.4665337,239.06021,6.5395885,240.55469
2010-01-19 12:00:00,6.2698874,258.3097,7.387897,258.99838
2010-01-19 15:00:00,5.6019807,287.62332,6.4357524,287.82394
2010-01-19 18:00:00,3.2735393,287.2454,3.8733187,286.9398
2010-01-19 21:00:00,2.963483,249.80661,3.7139053,252.58517
2010-01-20 00:00:00,6.1971087,268.69888,7.510843,269.48853
2010-01-20 03:00:00,5.6894765,270.68365,6.8832545,271.57288
2010-01-20 06:00:00,5.9782925,270.87207,7.333359,271.19775
2010-01-20 09:00:00,5.0812163,302.16397,5.80277,302.44968
2010-01-20 12:00:00,2.525027,318.36832,2.7377622,318.1934
2010-01-20 15:00:00,1.2600003,340.81638,1.30089,343.55377
2010-01-20 18:00:00,0.45434752,334.62775,0.4722807,342.4947
2010-01-20 21:00:00,0.803685,101.68906,0.78509945,101.247925
2010-01-21 00:00:00,1.7732587,126.996124,1.6015204,142.22006
2010-01-21 03:00:00,2.4995308,129.67908,2.2439768,151.48209
2010-01-21 06:00:00,3.5408971,143.09763,3.30044,156.08238
2010-01-21 09:00:00,3.5252805,154.20792,3.423116,165.26657
2010-01-21 12:00:00,2.8183424,182.43585,2.9974449,187.77643
2010-01-21 15:00:00,2.9342675,229.14838,3.1720326,228.56216
2010-01-21 18:00:00,2.0133615,226.89606,2.275623,226.92535
2010-01-21 21:00:00,1.562184,198.19905,1.9716175,208.98013
2010-01-22 00:00:00,3.5338924,175.99292,4.222077,180.01884
2010-01-22 03:00:00,3.7960966,210.15103,4.5231104,212.11035
2010-01-22 06:00:00,3.4112215,152.772,3.9215724,163.42584
2010-01-22 09:00:00,4.1767273,138.79985,5.071572,145.47925
2010-01-22 12:00:00,4.704598,156.72546,5.057247,156.85245
2010-01-22 15:00:00,3.9359338,173.16663,4.350226,171.92831
2010-01-22 18:00:00,4.4790177,175.34348,5.1954713,175.50043
2010-01-22 21:00:00,5.1700006,159.42465,6.1256986,159.70573
2010-01-23 00:00:00,6.9332976,145.90663,8.26582,146.87704
2010-01-23 03:00:00,7.963685,111.693405,9.685881,115.5347
2010-01-23 06:00:00,8.5580015,91.8871,10.463344,94.732346
2010-01-23 09:00:00,7.036669,58.807526,8.370992,62.05493
2010-01-23 12:00:00,7.851232,17.00589,8.922797,18.91394
2010-01-23 15:00:00,9.690924,350.28308,11.423985,351.15057
2010-01-23 18:00:00,8.696146,359.22122,10.369584,359.82877
2010-01-23 21:00:00,8.321871,352.61163,9.881209,353.05246
2010-01-24 00:00:00,9.587137,348.7393,11.325183,348.87616
2010-01-24 03:00:00,10.227221,347.64038,12.022995,347.70535
2010-01-24 06:00:00,10.092316,350.0216,11.84838,350.04825
2010-01-24 09:00:00,9.477022,354.86868,10.964298,354.89148
2010-01-24 12:00:00,8.34221,359.038,9.440939,359.4415
2010-01-24 15:00:00,7.989547,355.85745,9.12231,356.6861
2010-01-24 18:00:00,7.530743,351.99857,8.785428,352.67892
2010-01-24 21:00:00,8.953306,357.2234,10.654682,357.7067
2010-01-25 00:00:00,7.575132,10.387817,8.990475,10.910187
2010-01-25 03:00:00,6.469492,17.97522,7.557246,18.352448
2010-01-25 06:00:00,6.914842,18.936462,8.046336,18.590332
2010-01-25 09:00:00,6.4952087,30.17157,7.5151563,29.845154
2010-01-25 12:00:00,5.6877675,12.294373,6.199908,13.405182
2010-01-25 15:00:00,7.322759,357.3112,8.157286,358.21695
2010-01-25 18:00:00,8.278621,358.71362,9.570647,359.29895
2010-01-25 21:00:00,9.94651,11.808197,11.930265,12.389679
2010-01-26 00:00:00,10.380343,15.963013,12.442407,16.398285
2010-01-26 03:00:00,10.980522,14.6203,13.062594,14.631805
2010-01-26 06:00:00,9.958607,28.629883,11.832183,29.179596
2010-01-26 09:00:00,10.207489,40.637024,12.048119,41.326294
2010-01-26 12:00:00,10.563692,54.30252,12.279346,54.854065
2010-01-26 15:00:00,9.30172,58.704346,11.003196,59.74109
2010-01-26 18:00:00,10.133534,45.802917,12.249483,47.103943
2010-01-26 21:00:00,9.666514,50.977905,11.803202,51.833008
2010-01-27 00:00:00,8.688559,59.124756,10.62899,59.815063
2010-01-27 03:00:00,8.390976,34.47534,9.859297,35.228607
2010-01-27 06:00:00,7.740746,42.884277,9.070245,43.42511
2010-01-27 09:00:00,7.915799,48.073486,9.2151985,48.97461
2010-01-27 12:00:00,7.206229,45.005737,8.022187,46.21988
2010-01-27 15:00:00,8.590317,39.556976,9.686666,40.796906
2010-01-27 18:00:00,10.599989,53.707794,12.579652,54.458923
2010-01-27 21:00:00,11.078875,62.06958,13.487735,62.71393
2010-01-28 00:00:00,10.276434,71.59363,12.338426,72.244446
2010-01-28 03:00:00,11.265216,55.617798,13.590669,56.789368
2010-01-28 06:00:00,10.381653,63.261414,12.571728,64.346375
2010-01-28 09:00:00,8.922258,66.25287,10.667522,67.10803
2010-01-28 12:00:00,5.854501,57.93567,6.5324497,59.457672
2010-01-28 15:00:00,5.3074403,18.135681,5.7669096,19.685852
2010-01-28 18:00:00,6.46826,1.0549927,7.3879356,1.3007507
2010-01-28 21:00:00,7.496135,0.96539307,8.682826,0.6935425
2010-01-29 00:00:00,6.906522,358.92407,7.889438,358.13733
2010-01-29 03:00:00,6.1255975,348.34143,6.9192514,347.13214
2010-01-29 06:00:00,7.3324046,352.32,8.398632,351.17517
2010-01-29 09:00:00,8.257361,354.36026,9.618773,353.828
2010-01-29 12:00:00,8.452343,337.22104,9.609415,337.3092
2010-01-29 15:00:00,9.812493,331.59213,11.3191805,331.91953
2010-01-29 18:00:00,10.066319,340.82166,11.817604,340.9438
2010-01-29 21:00:00,7.9852104,332.5075,9.097058,332.5047
2010-01-30 00:00:00,7.8233476,338.62836,8.979516,338.3986
2010-01-30 03:00:00,7.4169664,354.45648,8.487661,353.97717
2010-01-30 06:00:00,6.7423973,347.99573,7.6447654,346.9242
2010-01-30 09:00:00,5.2493267,335.59143,5.858436,335.6928
2010-01-30 12:00:00,4.1269236,313.73563,4.404034,314.17572
2010-01-30 15:00:00,4.696102,310.30307,5.0450063,310.66162
2010-01-30 18:00:00,4.359088,308.27402,4.7905965,308.18994
2010-01-30 21:00:00,4.333175,308.32797,4.7746387,308.19055
2010-01-31 00:00:00,4.09273,304.50644,4.501208,304.06445
2010-01-31 03:00:00,3.891276,309.52744,4.2729344,308.41367
2010-01-31 06:00:00,3.1343324,317.13614,3.4656694,315.96774
2010-01-31 09:00:00,1.9041731,326.871,2.1636739,323.35913
2010-01-31 12:00:00,2.2193522,325.85837,2.316398,323.82776
2010-01-31 15:00:00,2.9205968,328.28925,3.0738792,328.56476
2010-01-31 18:00:00,2.810479,341.51923,3.1138163,341.82608
2010-01-31 21:00:00,3.9347973,10.119873,4.3559175,9.331116
2010-02-01 00:00:00,4.542471,39.69568,5.14722,38.54413
2010-02-01 03:00:00,4.561759,35.420532,5.1254506,33.967346
2010-02-01 06:00:00,5.402034,34.67859,6.170093,32.745087
2010-02-01 09:00:00,4.5796213,47.073853,5.1848426,45.523315
2010-02-01 12:00:00,2.9182045,61.16928,3.153278,62.75348
2010-02-01 15:00:00,2.0914025,30.026978,2.2563179,35.798706
2010-02-01 18:00:00,3.3836732,26.273163,3.6852324,30.62442
2010-02-01 21:00:00,3.4912708,47.47815,4.1827316,50.022522
2010-02-02 00:00:00,3.8150086,82.73459,4.848882,86.46869
2010-02-02 03:00:00,4.343337,80.746826,5.3460317,86.776
2010-02-02 06:00:00,5.4228578,84.67908,6.7814584,90.56558
2010-02-02 09:00:00,6.6651754,97.76561,8.235688,99.67143
2010-02-02 12:00:00,6.0725985,104.05008,6.9888234,105.69568
2010-02-02 15:00:00,4.517383,119.71892,5.484793,120.18854
2010-02-02 18:00:00,4.2586613,113.440445,6.0850644,115.66792
2010-02-02 21:00:00,5.9964004,98.062256,8.165801,103.23775
2010-02-03 00:00:00,6.41723,107.39952,8.22262,110.64426
2010-02-03 03:00:00,6.305231,104.588684,7.755302,108.39952
2010-02-03 06:00:00,6.8525333,104.55449,8.346981,107.45769
2010-02-03 09:00:00,7.5598793,117.90065,9.328015,120.06731
2010-02-03 12:00:00,6.6222906,126.71312,7.8242464,127.99368
2010-02-03 15:00:00,6.331483,130.69731,8.056851,132.11221
2010-02-03 18:00:00,5.599434,121.92703,8.149557,125.976166
2010-02-03 21:00:00,4.716752,124.14679,6.3485208,127.08313
2010-02-04 00:00:00,1.7405413,53.04773,1.901286,69.37317
2010-02-04 03:00:00,1.0726818,212.02025,1.4721909,219.10953
2010-02-04 06:00:00,4.5444913,229.7998,6.3386416,237.11884
2010-02-04 09:00:00,7.2838955,256.9352,9.391434,258.93338
2010-02-04 12:00:00,9.992055,233.16505,12.185912,234.10207
2010-02-04 15:00:00,8.950871,225.92795,12.741226,230.7956
2010-02-04 18:00:00,8.107404,246.35341,10.322329,247.54146
2010-02-04 21:00:00,10.520266,253.04636,13.315682,253.82765
2010-02-05 00:00:00,8.856245,259.7472,11.713582,261.58514
2010-02-05 03:00:00,8.011606,284.48718,9.781381,284.7194
2010-02-05 06:00:00,7.0142703,285.3456,8.393837,285.27655
2010-02-05 09:00:00,5.9094734,273.8638,6.847657,274.2293
2010-02-05 12:00:00,6.0039964,273.1696,6.7257476,273.42786
2010-02-05 15:00:00,5.116925,279.90326,5.7320466,280.06772
2010-02-05 18:00:00,3.8064833,286.51437,4.380962,286.96744
2010-02-05 21:00:00,2.409063,269.52786,2.9771826,271.212
2010-02-06 00:00:00,2.1395736,233.919,2.6749449,241.4369
2010-02-06 03:00:00,1.1671833,204.22624,1.6245086,233.74805
2010-02-06 06:00:00,2.6208143,143.45035,2.4420085,157.78973
2010-02-06 09:00:00,2.2759762,139.88365,2.206803,159.07297
2010-02-06 12:00:00,2.148233,148.19345,2.2567136,147.37749
2010-02-06 15:00:00,1.0006139,199.39734,0.9898441,191.08563
2010-02-06 18:00:00,1.7201556,309.2459,1.8059709,311.46307
2010-02-06 21:00:00,2.4262683,345.3594,2.794474,345.64157
2010-02-07 00:00:00,1.23899,45.630188,1.5901839,42.813843
2010-02-07 03:00:00,1.2507415,79.62335,1.3775003,72.57483
2010-02-07 06:00:00,2.5236254,126.338684,2.9427695,128.74927
2010-02-07 09:00:00,2.6235652,155.20285,3.2424383,165.32025
2010-02-07 12:00:00,5.7324443,194.22464,6.349617,194.21898
2010-02-07 15:00:00,6.959292,201.59909,7.913944,201.78497
2010-02-07 18:00:00,5.729849,192.60059,6.7796884,194.82161
2010-02-07 21:00:00,6.8989096,178.28757,9.310392,183.49814
2010-02-08 00:00:00,8.305079,209.37271,10.932032,212.36292
2010-02-08 03:00:00,6.884394,293.07086,8.928542,294.2446
2010-02-08 06:00:00,6.902699,289.98322,8.221054,290.92294
2010-02-08 09:00:00,7.758999,285.67487,9.068282,286.344
2010-02-08 12:00:00,7.9327006,281.25403,9.225249,281.68942
2010-02-08 15:00:00,9.491695,276.90417,10.95797,276.9478
2010-02-08 18:00:00,10.820857,292.42078,12.635523,292.82532
2010-02-08 21:00:00,10.336752,307.67303,12.133358,307.8936
2010-02-09 00:00:00,10.685355,316.6184,12.548309,316.86813
2010-02-09 03:00:00,10.962002,322.1792,12.953371,322.3981
2010-02-09 06:00:00,10.074127,329.33215,11.787891,329.61865
2010-02-09 09:00:00,9.139742,329.87268,10.64702,330.06763
2010-02-09 12:00:00,10.047875,318.5333,11.628714,318.75378
2010-02-09 15:00:00,9.726789,319.9493,11.329122,320.1298
2010-02-09 18:00:00,8.503159,318.86124,9.874083,318.97253
2010-02-09 21:00:00,8.221462,312.15118,9.5133,312.3828
2010-02-10 00:00:00,6.5840564,297.43427,7.5242453,297.13794
2010-02-10 03:00:00,5.1317477,276.499,5.902429,275.65207
2010-02-10 06:00:00,3.8277907,227.11165,4.4785514,228.89893
2010-02-10 09:00:00,8.895365,196.61859,10.538049,197.35889
2010-02-10 12:00:00,5.5007424,248.27887,7.5496087,253.95572
2010-02-10 15:00:00,9.591341,300.24078,12.118686,301.41022
2010-02-10 18:00:00,9.775374,302.92026,11.857894,303.6672
2010-02-10 21:00:00,9.263766,305.89993,10.981415,306.28748
2010-02-11 00:00:00,10.427396,303.45386,12.254795,303.74286
2010-02-11 03:00:00,10.523355,318.5118,12.560196,318.8491
2010-02-11 06:00:00,9.821247,346.45917,11.433195,346.69962
2010-02-11 09:00:00,7.632062,9.799469,8.630157,9.212982
2010-02-11 12:00:00,3.3677857,15.326172,3.620315,15.940216
2010-02-11 15:00:00,3.284398,315.62753,3.4186506,316.9262
2010-02-11 18:00:00,5.246432,322.78125,5.739914,322.64697
2010-02-11 21:00:00,2.9935963,5.118469,3.3269033,5.033844
2010-02-12 00:00:00,2.723781,125.402756,2.9162204,124.16452
2010-02-12 03:00:00,3.91042,119.19479,4.4330263,119.671844
2010-02-12 06:00:00,6.4914827,111.41852,7.3677554,113.490005
2010-02-12 09:00:00,8.446387,97.52916,9.961115,99.08736
2010-02-12 12:00:00,9.721209,90.80028,11.35909,91.686035
2010-02-12 15:00:00,8.825814,94.00511,10.334941,94.53198
2010-02-12 18:00:00,6.14054,94.990326,6.906143,96.01164
2010-02-12 21:00:00,7.165417,76.92526,8.066679,77.799164
2010-02-13 00:00:00,6.29974,57.17334,6.934441,57.82361
2010-02-13 03:00:00,5.6560397,34.15445,6.1487355,34.406708
2010-02-13 06:00:00,7.875956,33.22818,8.890753,33.62851
2010-02-13 09:00:00,7.4469876,33.680023,8.304753,34.196075
2010-02-13 12:00:00,6.0190005,19.255493,6.511841,20.167023
2010-02-13 15:00:00,6.678505,353.87378,7.2152214,355.24896
2010-02-13 18:00:00,5.3738747,1.8583679,5.905884,3.1720276
2010-02-13 21:00:00,4.0227838,34.612762,4.433615,34.99585
2010-02-14 00:00:00,4.2059445,81.40335,4.619241,80.72641
2010-02-14 03:00:00,5.2449512,98.9135,5.905638,99.32164
2010-02-14 06:00:00,6.444568,104.086975,7.399476,105.216415
2010-02-14 09:00:00,7.894567,100.5629,9.264961,102.09944
2010-02-14 12:00:00,8.009218,110.511185,9.029882,111.58537
2010-02-14 15:00:00,9.733226,128.47699,11.109035,128.7742
2010-02-14 18:00:00,10.615894,101.410614,12.717226,102.92345
2010-02-14 21:00:00,11.781146,104.55661,14.594467,105.9212
2010-02-15 00:00:00,12.745738,110.58946,15.650735,111.312485
2010-02-15 03:00:00,10.379434,122.460526,12.852322,123.327255
2010-02-15 06:00:00,5.330672,170.17102,6.1128087,169.46802
2010-02-15 09:00:00,5.53111,173.46146,6.394768,174.98943
2010-02-15 12:00:00,7.7801776,167.7435,8.968192,167.54843
2010-02-15 15:00:00,7.3063555,202.11975,8.346276,202.58691
2010-02-15 18:00:00,5.401547,218.41309,6.1329474,219.49646
2010-02-15 21:00:00,3.8034472,175.79898,4.404989,179.72394
2010-02-16 00:00:00,4.105345,234.63406,4.557527,235.57501
2010-02-16 03:00:00,4.5908523,236.34026,5.0328107,236.80247
2010-02-16 06:00:00,5.5022907,220.14888,6.1461115,219.86598
2010-02-16 09:00:00,7.396717,221.70868,8.501113,221.90085
2010-02-16 12:00:00,9.854926,239.17068,11.544214,239.97462
2010-02-16 15:00:00,9.922869,250.9226,11.368484,251.69446
2010-02-16 18:00:00,9.635622,253.67934,11.222617,254.24518
2010-02-16 21:00:00,10.196116,250.98248,11.845636,251.50316
2010-02-17 00:00:00,9.517565,241.55951,10.909055,241.81741
2010-02-17 03:00:00,9.039573,251.3644,10.280578,251.8937
2010-02-17 06:00:00,9.449738,263.52045,10.810974,263.88828
2010-02-17 09:00:00,10.745588,291.68292,12.471298,292.23776
2010-02-17 12:00:00,9.397476,293.55978,10.728568,293.9287
2010-02-17 15:00:00,7.0939865,285.90387,7.8746076,285.92435
2010-02-17 18:00:00,4.3841705,274.4316,4.8910093,274.60382
2010-02-17 21:00:00,1.3484598,227.08594,1.5705771,233.54826
2010-02-18 00:00:00,3.7678556,104.90581,3.910796,106.0909
2010-02-18 03:00:00,5.6716356,92.4375,6.591294,93.28555
2010-02-18 06:00:00,8.903272,72.539734,10.688078,73.302704
2010-02-18 09:00:00,8.65764,61.134827,10.381771,62.8956
2010-02-18 12:00:00,9.035315,38.696228,10.271701,40.17633
2010-02-18 15:00:00,11.08606,29.146637,13.761205,30.08548
2010-02-18 18:00:00,12.069413,21.488647,14.669887,22.47522
2010-02-18 21:00:00,11.598093,13.428833,13.992454,13.846619
2010-02-19 00:00:00,11.524518,357.14902,13.730558,357.0868
2010-02-19 03:00:00,12.354126,338.4494,14.6371,338.55832
2010-02-19 06:00:00,12.092348,328.2987,14.176157,328.40698
2010-02-19 09:00:00,10.632398,327.61478,12.234346,327.75183
2010-02-19 12:00:00,7.8933964,320.1059,8.757495,320.27182
2010-02-19 15:00:00,7.7451825,308.925,8.581827,309.24274
2010-02-19 18:00:00,7.080799,311.18277,7.9469013,311.34888
2010-02-19 21:00:00,5.285072,313.9548,5.880133,313.9591
2010-02-20 00:00:00,4.723781,291.7898,5.18997,291.53802
2010-02-20 03:00:00,4.2240767,274.04053,4.717088,274.20227
2010-02-20 06:00:00,3.3190494,255.55821,3.7376757,256.77094
2010-02-20 09:00:00,3.1806674,204.574,3.5889714,206.80124
2010-02-20 12:00:00,5.763622,184.66574,6.3404713,185.72021
2010-02-20 15:00:00,8.938332,176.56812,10.562829,176.94997
2010-02-20 18:00:00,10.473701,157.9219,12.855184,158.32666
2010-02-20 21:00:00,13.366462,165.09685,16.936447,165.91559
2010-02-21 00:00:00,13.314236,164.31021,17.907177,165.48578
2010-02-21 03:00:00,10.789095,240.19911,14.064404,241.529
2010-02-21 06:00:00,10.686034,236.34145,13.632488,237.70891
2010-02-21 09:00:00,10.77378,245.13936,13.854702,245.9833
2010-02-21 12:00:00,10.530935,236.09488,12.787143,236.6668
2010-02-21 15:00:00,11.154902,237.19836,13.391762,237.48018
